customer_id,age,gender,region,tenure_months,monthly_charges,total_charges,contract,support_calls,satisfaction,signup_date,churn
CUST-000321,43,Female,Central,8,120.09,927.71,One year,4,2,2022-12-12,1
CUST-000322,35,Female,West,44,90.6,4339.41,Month-to-month,3,3,2024-09-15,0
CUST-000323,55,Male,East,66,74.24,4907.65,Two year,2,1,2024-08-18,0
CUST-000324,56,Male,South,70,59.02,,Month-to-month,0,3,2023-01-21,0
CUST-000325,24,Female,South,17,60.14,991.34,Month-to-month,2,4,2021-10-08,1
CUST-000326,55,Female,West,17,16.77,293.04,Two year,2,4,2022-07-27,0
CUST-000327,28,Male,West,3,76.44,230.24,Month-to-month,2,4,2022-12-08,0
CUST-000328,56,Female,South,11,91.14,928.16,Month-to-month,2,5,2023-08-06,0
CUST-000329,80,Male,East,40,30.61,1314.81,One year,1,4,2022-03-22,0
CUST-000330,53,Female,Central,39,53.46,2026.15,Two year,2,4,2021-03-05,0
CUST-000331,69,Male,South,27,41.06,1093.67,Month-to-month,3,3,2024-02-26,0
CUST-000332,38,Male,West,23,45.87,992.91,One year,3,4,2024-08-21,1
CUST-000333,79,Female,North,59,71.34,4254.01,Month-to-month,0,4,2021-04-26,0
CUST-000334,72,Female,Central,33,17.89,614.23,Month-to-month,1,3,2022-03-22,1
CUST-000335,79,Male,North,58,85.36,5328.3,Month-to-month,3,3,2022-08-31,0
CUST-000336,67,Male,South,69,88.85,5580.86,Month-to-month,4,4,2023-12-01,0
CUST-000337,61,Female,East,23,63.72,1604.3,Month-to-month,3,2,2023-12-19,1
CUST-000338,53,Male,South,15,15.0,234.17,Month-to-month,2,2,2022-04-26,1
CUST-000339,80,Female,North,68,45.09,2933.85,One year,1,3,2022-03-14,0
CUST-000340,74,Female,West,46,100.82,4363.61,One year,1,4,2022-07-22,0
CUST-000341,45,Female,North,21,15.0,302.15,One year,2,3,2021-12-03,0
CUST-000342,23,Male,Central,45,61.31,2966.27,Two year,3,1,2022-09-04,0
CUST-000343,18,Male,North,37,40.5,1435.98,Month-to-month,3,5,2022-01-03,0
CUST-000344,33,Female,South,65,90.11,5813.6,Month-to-month,2,3,2021-03-26,0
CUST-000345,22,Male,Central,19,53.12,1050.81,Month-to-month,3,3,2023-09-27,1
CUST-000346,32,Female,North,71,80.1,6110.21,One year,2,5,2024-01-08,0
CUST-000347,25,Male,North,67,84.14,5816.17,Month-to-month,3,3,2022-02-06,1
CUST-000348,83,Female,West,13,115.91,1583.11,Month-to-month,2,1,2022-07-16,1
CUST-000349,24,Male,North,12,64.93,728.25,Month-to-month,1,5,2022-07-18,1
CUST-000350,60,Female,Central,38,79.4,3244.94,Month-to-month,2,2,2021-01-31,1
CUST-000351,41,Female,East,4,32.87,125.58,Two year,3,5,2023-02-03,1
CUST-000352,29,Male,Central,22,99.76,2031.6,One year,3,3,2022-10-04,0
CUST-000353,64,Male,South,31,50.99,,Month-to-month,1,2,2024-08-10,0
CUST-000354,83,Male,North,69,55.98,3632.13,One year,1,2,2022-06-05,0
CUST-000355,70,Male,Central,71,69.44,4571.96,One year,1,5,2024-01-18,0
CUST-000356,83,Male,West,11,30.93,348.81,Month-to-month,0,5,2022-07-01,0
CUST-000357,57,Male,Central,64,75.72,4670.52,Month-to-month,0,1,2021-09-17,0
CUST-000358,63,Female,South,7,94.19,610.98,One year,0,5,2022-05-04,0
CUST-000359,27,Female,East,54,77.32,4259.72,Month-to-month,1,5,2024-05-21,0
CUST-000360,75,Male,East,61,30.28,1942.75,Month-to-month,1,4,2021-12-25,0
CUST-000361,68,Male,East,64,66.9,,Month-to-month,2,1,2024-03-28,0
CUST-000362,35,Male,South,16,88.55,1319.19,One year,3,3,2023-07-21,0
CUST-000363,41,Female,South,64,23.05,1491.98,Two year,2,3,2023-11-10,0
CUST-000364,58,Male,West,9,43.13,412.52,One year,3,1,2023-11-20,1
CUST-000365,18,Male,North,37,91.91,3170.16,Month-to-month,3,5,2022-12-25,0
CUST-000366,72,Male,South,34,76.75,2456.94,Month-to-month,5,4,2023-04-23,0
CUST-000367,36,Female,South,23,80.3,1663.1,One year,3,1,2021-04-08,1
CUST-000368,23,Male,North,2,116.49,,Two year,0,2,2023-09-06,1
CUST-000369,40,Female,North,55,81.71,4219.63,Two year,2,5,2023-09-24,0
CUST-000370,73,Male,East,24,86.45,2167.85,Two year,3,3,2021-05-26,0
CUST-000371,36,Male,North,47,137.77,7073.77,Month-to-month,2,3,2022-12-27,0
CUST-000372,54,Male,South,30,64.65,1826.53,One year,4,1,2022-12-14,1
CUST-000373,72,Male,East,27,50.05,1391.65,Two year,1,1,2022-03-10,1
CUST-000374,20,Female,Central,63,80.69,,One year,0,5,2021-04-03,0
CUST-000375,68,Male,North,7,80.97,512.15,One year,1,5,2021-01-14,0
CUST-000376,37,Male,East,53,56.83,3167.74,Month-to-month,1,1,2021-10-19,0
CUST-000377,64,Male,North,54,44.19,2354.76,One year,0,3,2021-11-20,0
CUST-000378,30,Female,East,27,127.75,3757.47,Month-to-month,1,4,2021-10-24,1
CUST-000379,27,Male,East,19,78.17,1495.41,Month-to-month,2,5,2023-04-28,0
CUST-000380,70,Female,West,1,51.69,48.15,Two year,3,3,2022-08-13,0
CUST-000381,72,Female,East,67,92.9,6161.78,Two year,1,5,2021-06-07,0
CUST-000382,83,Female,Central,68,67.27,4302.54,Two year,3,1,2021-04-28,0
CUST-000383,63,Female,North,18,63.68,,Month-to-month,2,1,2023-07-07,1
CUST-000384,49,Female,North,3,84.06,261.81,Month-to-month,1,3,2024-08-01,1
CUST-000385,31,Male,North,9,37.7,328.53,Month-to-month,1,2,2024-02-22,1
CUST-000386,37,Female,South,5,78.82,396.29,Two year,3,4,2023-11-27,0
CUST-000387,61,Female,North,60,117.82,7308.82,One year,1,2,2022-03-22,0
CUST-000388,41,Male,North,64,81.65,5521.22,Two year,4,3,2023-09-13,0
CUST-000389,50,Male,South,11,60.59,610.52,Month-to-month,1,3,2021-04-25,0
CUST-000390,29,Female,Central,54,57.32,2799.69,One year,1,5,2021-08-28,0
CUST-000391,47,Female,Central,13,59.74,716.74,One year,3,1,2021-07-15,1
CUST-000392,33,Female,North,27,63.65,1682.46,Month-to-month,1,3,2021-09-15,0
CUST-000393,25,Male,Central,43,60.55,2586.31,Two year,1,2,2022-05-17,0
CUST-000394,26,Male,South,52,92.91,4480.05,One year,2,1,2021-03-03,0
CUST-000395,52,Female,East,63,26.67,1650.35,Month-to-month,1,5,2024-02-13,0
CUST-000396,42,Male,South,4,91.55,361.92,Month-to-month,0,5,2023-09-29,1
CUST-000397,24,Female,East,14,60.51,780.91,Two year,1,1,2023-06-07,0
CUST-000398,52,Female,West,20,79.42,1720.76,One year,1,4,2021-09-03,0
CUST-000399,29,Male,West,23,41.83,981.17,One year,3,4,2024-04-30,0
CUST-000400,19,Female,East,71,103.22,7165.24,One year,0,4,2021-01-09,0
CUST-000401,26,Male,West,56,101.14,5671.66,Month-to-month,1,3,2024-10-24,0
CUST-000402,48,Male,West,23,93.99,2081.44,One year,1,2,2023-10-15,1
CUST-000403,81,Male,North,69,32.13,2374.08,Two year,1,1,2021-10-11,0
CUST-000404,34,Female,South,36,90.73,3315.28,Month-to-month,2,1,2021-10-03,1
CUST-000405,37,Female,North,36,80.12,2881.38,One year,0,1,2023-08-31,0
CUST-000406,34,Male,West,31,29.87,1002.06,Month-to-month,1,3,2024-02-06,0
CUST-000407,41,Female,East,11,69.39,814.89,Month-to-month,0,1,2022-10-16,1
CUST-000408,66,Female,West,67,79.11,5631.96,Month-to-month,1,4,2021-03-26,0
CUST-000409,39,Female,East,1,83.9,79.3,Two year,0,4,2022-11-22,0
CUST-000410,62,Female,South,13,74.43,900.46,Month-to-month,2,2,2022-11-03,0
CUST-000411,78,Female,North,17,77.28,1363.71,Month-to-month,4,1,2022-04-01,1
CUST-000412,81,Female,Central,20,106.84,2123.4,One year,2,3,2024-06-18,1
CUST-000413,55,Female,South,10,100.65,1043.48,Month-to-month,1,5,2022-04-25,0
CUST-000414,65,Male,North,2,15.0,31.56,One year,5,2,2021-12-07,1
CUST-000415,79,Male,South,49,62.06,2916.45,Two year,6,5,2023-08-05,0
CUST-000416,70,Male,Central,69,65.88,4349.94,Month-to-month,1,2,2023-05-16,0
CUST-000417,38,Female,South,9,26.2,235.37,Month-to-month,1,1,2023-05-20,1
CUST-000418,26,Female,Central,22,72.35,1519.61,Two year,2,4,2022-12-07,0
CUST-000419,25,Female,East,36,101.22,3765.84,Month-to-month,0,5,2022-03-22,0
CUST-000420,77,Male,Central,66,42.84,2966.96,Month-to-month,1,5,2021-12-27,0
CUST-000421,55,Male,West,50,78.41,3898.58,Two year,0,5,2021-06-16,0
CUST-000422,37,Male,North,55,47.1,2706.45,Two year,2,1,2021-09-17,0
CUST-000423,41,Female,East,42,53.2,2239.06,One year,3,1,2023-03-21,1
CUST-000424,36,Male,East,30,106.93,3344.47,One year,2,3,2022-07-23,0
CUST-000425,71,Male,South,15,56.44,800.03,Two year,5,5,2023-11-02,1
CUST-000426,59,Female,East,62,81.56,5298.27,One year,0,5,2024-02-01,0
CUST-000427,76,Male,North,58,23.22,1404.7,One year,0,2,2023-02-22,0
CUST-000428,38,Female,West,2,116.56,222.24,Two year,1,2,2021-05-27,1
CUST-000429,49,Female,Central,51,85.07,4387.14,One year,1,4,2021-01-06,0
CUST-000430,26,Male,North,6,65.44,420.54,Month-to-month,1,5,2021-11-16,0
CUST-000431,83,Male,East,53,84.39,4248.61,Month-to-month,1,1,2022-01-31,0
CUST-000432,52,Male,West,59,34.75,2147.01,Month-to-month,3,5,2021-04-14,0
CUST-000433,55,Male,North,10,99.56,1085.99,Month-to-month,2,5,2023-12-27,0
CUST-000434,45,Male,South,31,61.9,2059.46,Month-to-month,1,1,2022-05-29,1
CUST-000435,36,Male,South,9,64.9,572.6,Month-to-month,1,5,2023-11-06,1
CUST-000436,81,Male,North,41,57.71,2416.84,Two year,1,4,2021-10-20,0
CUST-000437,50,Female,Central,66,55.48,4021.82,Month-to-month,2,5,2021-01-15,0
CUST-000438,63,Male,East,6,87.37,531.4,Month-to-month,3,2,2021-07-11,1
CUST-000439,20,Female,West,29,76.4,2045.01,Month-to-month,2,5,2022-10-21,0
CUST-000440,36,Female,East,70,86.29,5491.15,Month-to-month,3,1,2022-11-03,1
CUST-000441,71,Male,Central,22,69.78,1624.3,One year,1,1,2022-09-05,1
CUST-000442,23,Female,Central,10,82.83,815.65,Month-to-month,1,3,2024-09-05,0
CUST-000443,24,Male,West,35,59.53,1978.04,Month-to-month,0,4,2023-07-03,0
CUST-000444,72,Female,South,37,125.74,4510.64,Two year,3,1,2023-10-22,0
CUST-000445,38,Male,East,48,30.8,1554.5,Month-to-month,1,2,2021-06-24,0
CUST-000446,36,Female,Central,23,101.52,2318.73,Month-to-month,2,2,2022-10-14,1
CUST-000447,55,Female,East,68,104.2,7607.81,Two year,1,1,2023-05-20,0
CUST-000448,31,Female,East,37,48.7,1886.56,One year,1,1,2023-03-30,0
CUST-000449,20,Male,North,21,125.73,2890.64,One year,1,1,2024-08-18,1
CUST-000450,18,Female,Central,69,94.89,,Two year,3,5,2022-10-29,0
CUST-000451,23,Female,West,66,94.28,5917.01,Two year,3,5,2022-06-05,0
CUST-000452,28,Female,South,36,70.7,2626.17,Month-to-month,3,4,2024-08-15,1
CUST-000453,64,Female,East,2,64.57,116.76,One year,1,4,2022-04-18,0
CUST-000454,37,Male,East,43,64.76,3058.2,One year,2,1,2023-03-10,0
CUST-000455,22,Male,North,40,79.76,3037.9,Month-to-month,1,1,2021-02-09,0
CUST-000456,18,Female,Central,11,105.03,1193.41,Two year,1,2,2021-08-20,1
CUST-000457,49,Female,Central,46,74.53,3667.79,Month-to-month,5,5,2021-03-22,0
CUST-000458,74,Female,Central,60,47.21,2640.25,Two year,3,3,2022-08-08,0
CUST-000459,40,Female,South,8,90.61,775.31,One year,1,5,2024-07-28,0
CUST-000460,22,Female,South,52,93.03,4365.65,Month-to-month,0,2,2021-04-10,0
CUST-000461,33,Female,North,10,86.37,853.68,Month-to-month,2,2,2024-09-27,1
CUST-000462,51,Male,West,54,88.64,4759.79,Two year,0,5,2024-05-01,0
CUST-000463,30,Male,South,30,63.23,1849.13,One year,1,3,2021-01-08,0
CUST-000464,83,Male,Central,1,46.78,47.59,Month-to-month,0,4,2021-01-22,1
CUST-000465,69,Female,Central,69,48.3,3609.21,Month-to-month,4,4,2024-06-14,0
CUST-000466,41,Female,North,12,29.11,337.23,One year,3,4,2023-03-31,0
CUST-000467,81,Female,Central,43,75.92,3316.31,Month-to-month,1,4,2021-09-01,0
CUST-000468,39,Male,North,13,67.91,949.48,One year,0,5,2024-08-28,0
CUST-000469,27,Female,East,67,59.0,4168.83,One year,1,3,2023-02-25,0
CUST-000470,80,Female,East,53,15.0,721.98,Month-to-month,3,2,2023-06-09,1
CUST-000471,82,Female,Central,58,38.82,2450.95,One year,3,3,2023-08-08,0
CUST-000472,38,Male,West,31,98.02,2763.11,Month-to-month,1,2,2021-10-10,1
CUST-000473,57,Male,Central,34,53.38,1847.14,Two year,1,1,2022-05-18,1
CUST-000474,29,Male,East,46,79.01,3689.23,Two year,1,2,2021-06-30,0
CUST-000475,60,Female,Central,56,35.23,2085.88,Month-to-month,3,3,2023-01-11,0
CUST-000476,64,Female,Central,61,105.97,6009.67,Month-to-month,3,3,2024-10-14,0
CUST-000477,65,Female,Central,2,66.4,124.28,Month-to-month,3,2,2023-05-29,1
CUST-000478,56,Male,East,48,77.25,3894.96,Two year,0,4,2023-08-27,0
CUST-000479,65,Male,South,8,128.14,953.26,Month-to-month,0,2,2021-09-29,1
CUST-000480,55,Female,Central,21,107.91,2252.26,One year,0,4,2023-01-29,0
CUST-000481,72,Male,West,59,62.34,3848.46,Two year,0,2,2024-10-23,0
CUST-000482,30,Female,Central,18,55.17,1023.1,Month-to-month,1,5,2021-05-04,1
CUST-000483,50,Male,East,57,61.86,3321.94,One year,4,4,2021-10-13,0
CUST-000484,45,Female,Central,33,82.75,2623.68,Month-to-month,2,3,2023-10-05,1
CUST-000485,53,Female,West,17,67.37,1252.71,One year,4,3,2021-01-15,0
CUST-000486,27,Female,West,24,60.12,1428.07,Month-to-month,0,4,2021-10-17,0
CUST-000487,39,Male,North,38,106.68,3684.5,Two year,0,3,2024-08-14,0
CUST-000488,81,Female,East,55,67.14,3485.6,Month-to-month,1,5,2021-01-27,0
CUST-000489,25,Female,West,44,127.49,5432.79,Month-to-month,1,1,2022-08-24,1
CUST-000490,60,Female,West,67,72.27,5325.8,Two year,3,5,2022-04-07,0
CUST-000491,62,Male,Central,62,114.63,6826.6,Two year,3,5,2022-07-13,0
CUST-000492,49,Female,South,54,78.93,3858.5,One year,2,2,2021-12-28,0
CUST-000493,20,Male,South,43,94.07,4055.46,One year,2,2,2022-01-21,0
CUST-000494,20,Male,Central,21,51.88,998.75,Month-to-month,2,5,2023-12-02,0
CUST-000495,36,Female,Central,30,48.66,1393.84,One year,1,3,2021-02-06,1
CUST-000496,24,Female,North,9,81.49,805.63,Month-to-month,2,4,2021-07-01,1
CUST-000497,24,Male,South,27,94.71,2661.83,Month-to-month,2,1,2022-01-06,1
CUST-000498,28,Male,Central,66,71.01,4265.49,Two year,1,3,2024-03-03,0
CUST-000499,30,Female,North,31,37.84,1161.0,One year,2,4,2022-07-05,0
CUST-000500,74,Female,West,9,35.99,302.64,Month-to-month,4,5,2021-02-18,0
CUST-000501,60,Male,North,47,34.32,1491.4,Month-to-month,0,3,2022-12-30,0
CUST-000502,20,Female,North,69,25.81,1811.9,Two year,1,1,2023-05-29,0
CUST-000503,60,Female,West,62,72.74,4514.98,Month-to-month,1,3,2022-10-03,0
CUST-000504,27,Female,West,20,98.13,2057.93,Month-to-month,1,4,2021-05-05,1
CUST-000505,46,Male,East,33,69.66,2479.15,Month-to-month,2,5,2024-05-15,1
CUST-000506,20,Female,Central,38,15.0,541.12,Month-to-month,2,5,2024-04-16,0
CUST-000507,24,Female,South,18,65.23,,Month-to-month,3,4,2024-06-29,1
CUST-000508,26,Female,East,20,65.93,1323.34,Two year,1,1,2024-09-11,1
CUST-000509,47,Female,West,17,122.4,1980.44,Month-to-month,2,3,2022-03-21,0
CUST-000510,49,Male,West,71,33.57,2548.3,Month-to-month,2,3,2022-08-14,0
CUST-000511,41,Male,South,53,60.23,2895.65,One year,5,3,2024-09-05,1
CUST-000512,59,Male,West,60,112.65,6839.44,One year,1,5,2022-09-22,0
CUST-000513,66,Male,East,58,81.25,4921.38,One year,3,5,2024-04-25,0
CUST-000514,66,Male,East,69,84.08,5546.23,One year,5,2,2023-06-26,0
CUST-000515,56,Male,Central,8,72.86,625.25,One year,0,5,2024-07-22,0
CUST-000516,54,Female,South,63,78.25,4673.68,One year,1,5,2021-01-15,0
CUST-000517,50,Female,West,5,89.44,477.6,One year,4,4,2023-09-16,1
CUST-000518,33,Female,Central,34,49.76,1549.23,One year,4,2,2024-01-27,1
CUST-000519,50,Female,West,43,91.95,3684.93,One year,0,4,2021-10-05,0
CUST-000520,18,Male,Central,26,35.67,905.34,Month-to-month,1,3,2023-10-27,1
CUST-000521,82,Male,East,11,78.21,921.23,One year,3,5,2021-10-01,0
CUST-000522,42,Male,South,14,74.47,968.47,One year,1,4,2024-06-20,0
CUST-000523,68,Male,Central,59,54.59,3462.65,Month-to-month,2,5,2024-06-26,0
CUST-000524,82,Male,West,23,69.43,1510.57,Two year,1,3,2021-01-06,0
CUST-000525,51,Female,South,23,54.44,1240.23,Month-to-month,2,1,2022-12-11,1
CUST-000526,75,Female,South,66,43.21,2767.86,Month-to-month,0,3,2022-06-20,0
CUST-000527,50,Female,South,11,61.16,621.38,Two year,2,5,2024-05-31,0
CUST-000528,26,Male,Central,65,42.4,3000.9,Month-to-month,0,4,2022-03-25,0
CUST-000529,19,Female,North,66,78.07,5088.91,Month-to-month,0,4,2023-10-06,0
CUST-000530,27,Female,West,43,41.25,1841.27,Month-to-month,1,4,2021-06-13,0
CUST-000531,81,Male,East,12,87.8,1069.46,Two year,2,3,2021-10-25,0
CUST-000532,49,Male,North,12,40.46,485.69,Month-to-month,1,1,2024-10-11,1
CUST-000533,39,Female,West,21,55.84,1199.98,One year,1,3,2022-06-23,0
CUST-000534,47,Male,West,41,54.38,2407.21,One year,2,1,2023-12-09,0
CUST-000535,35,Female,West,11,103.13,1179.65,One year,3,2,2024-09-16,1
CUST-000536,76,Male,East,33,78.26,2599.36,Two year,4,4,2024-09-13,0
CUST-000537,84,Male,South,9,64.71,599.3,Two year,1,5,2021-01-28,0
CUST-000538,23,Female,North,39,82.47,3284.77,Month-to-month,4,2,2021-11-22,1
CUST-000539,66,Male,North,2,17.32,34.18,Two year,2,4,2023-09-28,0
CUST-000540,40,Male,South,51,68.92,3602.63,Month-to-month,3,2,2024-07-21,1
CUST-000541,21,Male,West,4,119.94,474.35,Month-to-month,2,2,2024-10-02,1
CUST-000542,79,Male,North,14,73.31,1079.22,Month-to-month,3,5,2023-10-06,0
CUST-000543,22,Female,Central,13,71.7,1019.51,One year,1,4,2021-05-26,0
CUST-000544,31,Male,East,60,83.7,5483.89,Month-to-month,2,1,2023-11-06,1
CUST-000545,19,Male,South,4,92.39,393.27,One year,2,1,2022-01-16,1
CUST-000546,49,Female,Central,31,20.06,634.52,Month-to-month,1,1,2024-02-07,1
CUST-000547,58,Female,North,42,27.94,1232.0,Month-to-month,3,3,2023-02-05,1
CUST-000548,39,Male,Central,37,75.26,2605.32,Month-to-month,3,1,2021-09-15,0
CUST-000549,22,Female,South,49,52.13,2543.65,Two year,3,3,2024-03-27,0
CUST-000550,25,Male,South,58,102.8,5672.99,Month-to-month,1,3,2024-10-16,0
CUST-000551,80,Female,East,28,62.12,1566.64,Month-to-month,3,4,2022-12-11,1
CUST-000552,71,Female,Central,59,21.64,1395.94,Month-to-month,5,2,2024-02-12,0
CUST-000553,80,Female,South,23,38.3,945.0,Month-to-month,2,1,2021-03-25,1
CUST-000554,53,Male,Central,70,15.0,1052.88,One year,2,1,2022-01-15,0
CUST-000555,54,Male,South,36,64.15,2195.85,Month-to-month,1,1,2021-06-28,0
CUST-000556,70,Female,South,53,65.29,3593.92,Month-to-month,5,1,2022-02-02,1
CUST-000557,59,Female,West,63,59.39,3692.78,Two year,2,2,2022-06-11,0
CUST-000558,47,Male,West,57,96.97,5862.63,Month-to-month,0,5,2022-08-27,0
CUST-000559,37,Male,South,61,99.96,6706.73,Month-to-month,2,4,2022-03-28,0
CUST-000560,50,Male,North,39,65.74,2486.47,One year,3,2,2023-02-02,1
CUST-000561,22,Female,South,4,16.63,63.12,One year,0,5,2021-11-04,0
CUST-000562,30,Male,East,36,85.43,2932.4,One year,3,4,2022-05-02,0
CUST-000563,67,Female,North,13,83.88,1001.75,Month-to-month,3,4,2024-03-22,0
CUST-000564,76,Female,North,64,77.73,4869.3,Month-to-month,2,5,2023-02-27,0
CUST-000565,24,Female,Central,17,94.54,1452.06,Month-to-month,0,4,2021-02-07,1
CUST-000566,24,Male,North,17,40.88,641.36,Month-to-month,0,5,2022-04-05,0
CUST-000567,23,Female,East,18,120.22,2065.15,Month-to-month,3,2,2024-03-07,0
CUST-000568,71,Female,West,46,46.01,1972.48,Two year,3,5,2021-09-10,0
CUST-000569,38,Male,South,41,88.73,3806.85,One year,5,1,2024-07-14,0
CUST-000570,39,Female,East,68,27.82,1742.54,Month-to-month,3,2,2022-02-19,0
CUST-000571,18,Female,North,30,46.74,1504.84,Month-to-month,2,5,2023-06-02,0
CUST-000572,83,Female,West,21,107.91,,One year,1,1,2022-10-28,0
CUST-000573,47,Female,West,4,63.48,234.04,Month-to-month,2,3,2023-05-26,1
CUST-000574,71,Male,Central,1,91.0,82.08,Month-to-month,5,2,2024-01-22,1
CUST-000575,65,Female,Central,27,75.92,2138.07,Month-to-month,2,1,2021-07-28,0
CUST-000576,27,Female,South,66,67.38,4230.61,One year,1,2,2022-05-09,0
CUST-000577,71,Male,North,38,104.1,3963.31,One year,2,3,2023-03-07,0
CUST-000578,54,Female,South,64,64.08,3782.56,Month-to-month,2,4,2021-12-31,0
CUST-000579,58,Male,North,8,25.48,223.62,Month-to-month,1,4,2022-06-10,0
CUST-000580,31,Female,East,7,49.92,323.26,One year,2,1,2024-05-25,1
CUST-000581,74,Female,North,60,83.78,4938.25,One year,1,2,2021-11-17,0
CUST-000582,80,Male,Central,8,79.89,684.07,One year,0,1,2021-09-23,1
CUST-000583,45,Male,West,4,30.82,116.99,Month-to-month,1,1,2023-03-28,1
CUST-000584,24,Male,South,29,51.89,,One year,1,2,2021-05-20,0
CUST-000585,74,Female,Central,66,55.46,,Two year,4,4,2021-01-02,0
CUST-000586,77,Male,West,49,60.86,2846.95,One year,3,2,2024-05-02,0
CUST-000587,51,Female,East,8,35.6,256.48,Month-to-month,3,1,2022-01-22,1
CUST-000588,56,Male,North,60,54.29,3210.44,One year,3,2,2021-06-18,0
CUST-000589,32,Female,South,60,51.78,2803.91,Month-to-month,1,3,2023-07-08,0
CUST-000590,22,Female,East,57,89.29,5506.66,Month-to-month,4,2,2022-11-05,0
CUST-000591,81,Male,West,65,90.23,6031.3,Month-to-month,3,5,2022-09-30,0
CUST-000592,50,Female,South,18,66.35,1214.13,Two year,6,3,2022-09-06,0
CUST-000593,36,Female,West,70,60.2,3962.5,Month-to-month,2,5,2021-07-23,0
CUST-000594,64,Male,South,23,73.5,1758.1,Two year,2,1,2024-04-16,1
CUST-000595,19,Male,South,57,49.59,2926.84,Month-to-month,3,2,2021-01-02,0
CUST-000596,23,Female,East,42,41.33,1583.27,Month-to-month,1,1,2022-11-08,0
CUST-000597,34,Male,North,56,46.49,2801.74,Month-to-month,1,1,2022-01-14,1
CUST-000598,48,Male,East,45,54.13,2474.54,One year,0,5,2023-06-18,0
CUST-000599,42,Female,South,46,40.91,1991.94,Month-to-month,1,3,2023-02-08,0
CUST-000600,30,Female,South,44,74.05,3103.71,Month-to-month,1,4,2022-06-23,0
CUST-000601,41,Male,West,56,88.24,4567.91,Month-to-month,4,2,2023-01-19,1
CUST-000602,40,Male,South,53,30.32,1672.03,Month-to-month,4,1,2021-11-14,0
CUST-000603,53,Male,West,10,70.63,747.81,Month-to-month,3,5,2021-07-03,0
CUST-000604,55,Female,West,59,64.5,3718.76,Month-to-month,0,4,2024-06-21,0
CUST-000605,77,Male,West,39,78.54,2771.27,Month-to-month,0,4,2023-05-10,0
CUST-000606,72,Female,South,23,69.68,1704.65,Two year,1,3,2023-07-05,0
CUST-000607,37,Female,Central,37,33.66,1172.21,Month-to-month,2,3,2024-10-30,0
CUST-000608,78,Female,South,69,38.44,2566.97,Month-to-month,1,3,2024-06-19,0
CUST-000609,52,Female,South,61,70.74,4425.81,Month-to-month,6,4,2023-03-30,0
CUST-000610,30,Female,Central,60,95.72,5283.69,Month-to-month,3,2,2024-01-15,0
CUST-000611,40,Male,South,33,15.0,452.63,One year,1,2,2023-01-09,0
CUST-000612,67,Male,West,56,78.64,3986.1,Month-to-month,2,2,2021-11-30,0
CUST-000613,73,Male,North,28,99.74,3025.43,Month-to-month,3,3,2023-05-22,0
CUST-000614,43,Female,West,49,66.17,3120.02,One year,0,5,2024-07-02,0
CUST-000615,28,Female,Central,46,83.76,3976.76,Month-to-month,5,5,2024-05-16,0
CUST-000616,30,Male,West,18,52.42,1035.88,Two year,2,3,2022-12-09,0
CUST-000617,24,Male,East,19,67.02,1316.54,Two year,1,2,2024-08-17,0
CUST-000618,64,Female,Central,5,29.48,148.14,Month-to-month,1,5,2021-10-04,0
CUST-000619,51,Female,South,10,15.0,150.63,Month-to-month,2,2,2021-02-27,1
CUST-000620,48,Male,South,31,93.57,2829.27,Month-to-month,1,2,2022-07-19,1
CUST-000621,63,Female,North,34,45.38,1573.71,Month-to-month,1,5,2021-10-14,0
CUST-000622,73,Female,West,12,58.61,767.86,Month-to-month,1,2,2024-09-02,1
CUST-000623,71,Female,West,30,35.34,1121.28,One year,2,3,2021-06-12,0
CUST-000624,27,Male,West,43,34.75,1471.61,Month-to-month,2,5,2023-01-19,0
CUST-000625,57,Female,West,17,65.65,1078.65,Month-to-month,6,2,2023-12-18,0
CUST-000626,77,Female,North,25,51.76,1393.26,Month-to-month,7,4,2021-06-05,0
CUST-000627,69,Female,West,27,79.45,1988.89,Two year,2,1,2021-03-05,0
CUST-000628,40,Male,West,36,81.31,,Two year,2,5,2023-02-15,0
CUST-000629,44,Female,South,27,78.02,2003.35,Month-to-month,4,3,2024-06-17,0
CUST-000630,77,Female,East,53,75.97,4200.05,One year,5,4,2021-01-23,0
CUST-000631,20,Male,Central,24,109.44,2787.42,Month-to-month,3,3,2021-01-29,0
CUST-000632,53,Female,East,31,43.31,1336.43,One year,1,3,2024-07-19,0
CUST-000633,25,Male,West,27,68.63,1738.97,One year,1,3,2023-04-24,0
CUST-000634,77,Female,East,13,98.32,1366.29,Two year,2,1,2023-09-09,1
CUST-000635,20,Female,West,49,101.61,4846.96,Month-to-month,2,2,2022-01-21,0
CUST-000636,19,Female,West,17,34.46,564.81,Month-to-month,4,2,2022-03-14,1
CUST-000637,40,Male,West,22,62.19,1370.92,Two year,2,2,2022-10-21,0
CUST-000638,31,Male,West,57,103.95,5848.23,Month-to-month,1,2,2021-10-27,0
CUST-000639,51,Female,Central,68,82.7,5829.48,Month-to-month,1,4,2022-09-11,0
CUST-000640,38,Male,South,48,74.88,3333.44,One year,0,5,2024-08-28,0
CUST-000641,41,Female,Central,66,64.56,4206.16,One year,2,5,2023-11-15,0
CUST-000642,55,Female,West,61,60.4,3973.04,One year,2,5,2024-05-01,0
CUST-000643,55,Female,East,35,77.21,2451.61,One year,2,4,2022-11-27,0
